Cable ID,PwrE,HybE,RotW,FlxW,OCHand,MFHand
I1,,,RotW_ElectronicWristRotator_MyoRotronic,,OCHand_SystemElectricGreifer,
I1,,,RotW_ElectronicWristRotator_MyoRotronic,,OCHand_SystemElectricHand,
I1,,,RotW_ElectronicWristRotator_MyoRotronic,,OCHand_TASKA,
I1,,,RotW_ElectronicWristRotator_MyoRotronic,,OCHand_VincentEvolution3,
L1,,,RotW_Lukearm,FlxW_Lukearm,OCHand_Lukearm,
I1,,,RotW_ProWristRotator,,OCHand_AbilityHand,
I1,,,RotW_ProWristRotator,,OCHand_Adams_Hand,
I1,,,RotW_ProWristRotator,,OCHand_AetherZeus,
I1,,,RotW_ProWristRotator,,OCHand_bebionic,
I1,,,RotW_ProWristRotator,,OCHand_CovviHand,
I1,,,RotW_ProWristRotator,,OCHand_Esper_Hand,
I1,,,RotW_ProWristRotator,,OCHand_Genesis_Hand,
I1,,,RotW_ProWristRotator,,OCHand_iLimbHands,
I1,,,RotW_ProWristRotator,,OCHand_Myo_Kinisi,
I1,,,RotW_ProWristRotator,,OCHand_MyoHandVariPlusSpeed,
I1,,,RotW_ProWristRotator,,OCHand_ProPlusETD_ETD2,
I1,,,RotW_ProWristRotator,,OCHand_ProPlusHand,
I1,,,RotW_ProWristRotator,,OCHand_SensorHandSpeed,
I1,,,RotW_ProWristRotator,,OCHand_SystemElectricGreifer,
I1,,,RotW_ProWristRotator,,OCHand_SystemElectricHand,
I1,,,RotW_ProWristRotator,,OCHand_TASKA,
I1,,,RotW_ProWristRotator,,OCHand_VincentEvolution3,
I5,,,RotW_StandardWristRotator,FlxW_PoweredFlexionWrist,OCHand_ProPlusETD_ETD2,
I5,,,RotW_StandardWristRotator,FlxW_PoweredFlexionWrist,OCHand_ProPlusHand,
I0,,,RotW_StandardWristRotator,,OCHand_AbilityHand,
I0,,,RotW_StandardWristRotator,,OCHand_Adams_Hand,
I0,,,RotW_StandardWristRotator,,OCHand_AetherZeus,
I0,,,RotW_StandardWristRotator,,OCHand_bebionic,
I0,,,RotW_StandardWristRotator,,OCHand_CovviHand,
I0,,,RotW_StandardWristRotator,,OCHand_Esper_Hand,
I0,,,RotW_StandardWristRotator,,OCHand_Genesis_Hand,
I0,,,RotW_StandardWristRotator,,OCHand_iLimbHands,
I0,,,RotW_StandardWristRotator,,OCHand_Myo_Kinisi,
I0,,,RotW_StandardWristRotator,,OCHand_MyoHandVariPlusSpeed,
I0,,,RotW_StandardWristRotator,,OCHand_ProPlusETD_ETD2,
I0,,,RotW_StandardWristRotator,,OCHand_ProPlusHand,
I0,,,RotW_StandardWristRotator,,OCHand_SensorHandSpeed,
I0,,,RotW_StandardWristRotator,,OCHand_SystemElectricGreifer,
I0,,,RotW_StandardWristRotator,,OCHand_SystemElectricHand,
I0,,,RotW_StandardWristRotator,,OCHand_TASKA,
I0,,,RotW_StandardWristRotator,,OCHand_VincentEvolution3,
I7,,,RotW_StandardWristRotator,,,MFHand_bebionicBB1000
I3,,,RotW_StandardWristRotator,,,MFHand_iLimbQuantum
I3,,,RotW_StandardWristRotator,,,MFHand_VincentEvolution3
I3,,,RotW_StandardWristRotator,,,MFHand_VincentEvolution3
I5,,,RotW_StandardWristRotator_6BandCoaxialPlug,FlxW_PoweredFlexionWrist,OCHand_ProPlusETD_ETD2,
I5,,,RotW_StandardWristRotator_6BandCoaxialPlug,FlxW_PoweredFlexionWrist,OCHand_ProPlusHand,
I4,,,RotW_StandardWristRotator_6BandCoaxialPlug,,,MFHand_AbilityHand
I4,,,RotW_StandardWristRotator_6BandCoaxialPlug,,,MFHand_AetherZeus
I7,,,RotW_StandardWristRotator_6BandCoaxialPlug,,,MFHand_bebionicBB1000
I4,,,RotW_StandardWristRotator_6BandCoaxialPlug,,,MFHand_bebionicBBHxxxQD
I8,,,RotW_StandardWristRotator_6BandCoaxialPlug,,,MFHand_CovviHand
I4,,,RotW_StandardWristRotator_6BandCoaxialPlug,,,MFHand_Esper_Hand
I4,,,RotW_StandardWristRotator_6BandCoaxialPlug,,,MFHand_MIA_Hand
I4,,,RotW_StandardWristRotator_6BandCoaxialPlug,,,MFHand_TASKA
I4,,,RotW_StandardWristRotator_6BandCoaxialPlug,,,MFHand_TASKA_CX
I2,,,,FlxW_PoweredFlexionWrist,OCHand_ProPlusETD_ETD2,
I2,,,,FlxW_PoweredFlexionWrist,OCHand_ProPlusHand,
H0,,,,,OCHand_AbilityHand,
H0,,,,,OCHand_Adams_Hand,
H0,,,,,OCHand_AetherZeus,
I6,,,,,OCHand_AxonHook,
H0,,,,,OCHand_bebionic,
H0,,,,,OCHand_CovviHand,
H0,,,,,OCHand_Esper_Hand,
H0,,,,,OCHand_Genesis_Hand,
H0,,,,,OCHand_iLimbHands,
H0,,,,,OCHand_Myo_Kinisi,
H0,,,,,OCHand_MyoHandVariPlusSpeed,
H0,,,,,OCHand_ProPlusETD_ETD2,
H0,,,,,OCHand_ProPlusHand,
H0,,,,,OCHand_SensorHandSpeed,
H0,,,,,OCHand_SystemElectricGreifer,
H0,,,,,OCHand_SystemElectricHand,
H0,,,,,OCHand_TASKA,
H0,,,,,OCHand_VincentEvolution3,
H2,,,,,,MFHand_AbilityHand
H2,,,,,,MFHand_AetherZeus
H3,,,,,,MFHand_bebionicBB1000
H2,,,,,,MFHand_bebionicBBHxxxQD
H2,,,,,,MFHand_CovviHand
H4,,,,,,MFHand_CovviHand
H2,,,,,,MFHand_Esper_Hand
H1,,,,,,MFHand_iLimbQuantum
H2,,,,,,MFHand_MIA_Hand
I6,,,,,,MFHand_MichelangeloHand
H2,,,,,,MFHand_TASKA
H2,,,,,,MFHand_TASKA_CX
H1,,,,,,MFHand_VincentEvolution3
H1,,,,,,MFHand_VincentEvolution3
